Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Water Feed Temperature (C),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
436341.0058,1.616659,46.126503,-7.235524,40.966224,67.208363,74.305857,8.48951,23.74253,86.454311,45,78.024226,1.6,10.242129,40,67.803079,3.148376
436347.269,1.626572,44.789375,-9.193409,40.065548,67.206778,73.962982,8.536658,23.849671,86.456069,45,79.641642,1.6,22.388383,40,67.82917,3.385554
436359.482,1.56449,46.131344,-7.462971,38.989656,66.631657,74.592663,8.325973,23.772088,86.4648,45,78.145665,1.6,0.535665,40,68.824391,2.370175
436363.9387,1.58272,43.985647,-7.773405,40.551237,67.339068,74.258507,8.35618,23.787852,86.460262,45,79.289958,1.6,0,40,68.333966,2.800905
436367.624,1.632956,45.285767,-6.808293,41.196772,67.213021,74.001507,8.496561,23.83625,86.456822,45,79.21902,1.6,8.432745,40,68.039805,1.439896
436399.906,1.654378,45.953176,-8.065397,39.041914,67.472711,74.081077,8.488672,23.74832,86.45379,45,78.481603,1.6,20.793766,40,68.34276,3.101064
436410.514,1.53975,45.844801,-7.927085,40.975446,67.193673,74.469417,8.366829,23.759404,86.461145,45,78.47817,1.6,26.407005,40,67.875568,0.918842
436423.021,1.582468,44.8686,-8.504922,41.513392,67.178472,74.485574,8.450488,23.916537,86.469486,45,78.581986,1.6,1.048724,40,67.670024,2.993842
436445.105,1.587592,43.98706,-8.123795,40.007143,67.427963,74.618345,8.457165,23.854105,86.45856,45,79.439722,1.6,38.153633,40,68.504959,2.933011
436445.5086,1.5387,43.995992,-7.290849,40.60042,68.161254,74.176571,8.409734,23.930944,86.456701,45,79.573297,1.6,29.975687,40,68.09038,2.981553
436453.2459,1.550545,44.759474,-6.470197,40.640382,67.838151,74.591853,8.498994,23.908163,86.453028,45,78.482919,1.6,0,40,68.360932,2.245748
436459.3171,1.589356,45.70164,-7.570547,39.948737,67.788786,73.871099,8.429812,23.824055,86.464307,45,78.805239,1.6,1.892126,40,68.402736,2.88109
436461.297,1.592591,45.482594,-6.070628,40.726454,67.258412,74.752907,8.456702,23.871712,86.465544,45,78.521285,1.6,6.32072,40,68.003574,2.682008
436475.5671,1.570791,44.25234,-7.933232,40.228469,67.545292,74.350467,8.463379,23.835877,86.466864,45,79.656981,1.6,6.717941,40,68.421424,1.864789
436483.871,1.617709,44.340938,-8.796914,40.996964,67.037296,74.529468,8.511138,23.864201,86.466938,45,79.250848,1.6,12.261811,40,68.37348,3.161894
436488.3608,1.590196,45.877777,-7.241671,41.664017,66.875369,74.462475,8.483546,23.829105,86.472954,45,78.45757,1.6,7.814603,40,67.765658,2.16587
436503.5789,1.604646,44.472284,-9.030508,39.853444,67.608991,74.821549,8.319545,23.810263,86.470397,45,79.27036,1.6,20.846146,40,68.261023,4.349935
436509.397,1.543866,45.954898,-6.362621,40.874005,67.10466,74.239798,8.4547,23.859277,86.464976,45,78.163959,1.6,0.385407,40,68.251497,3.604606
436510.204,1.554409,45.424867,-7.487559,41.033851,67.519496,74.436964,8.42403,23.694251,86.47209,45,78.303257,1.6,0.66419,40,68.136236,2.311495
436524.3961,1.578225,43.936323,-8.732369,39.041914,66.88314,74.331042,8.411661,23.703735,86.469886,45,80.010976,1.6,1.610053,40,69.089993,2.635925
436528.565,1.597295,45.958797,-7.044961,39.967181,66.897077,74.169224,8.430663,23.88169,86.469672,45,78.37393,1.6,1.663071,40,68.447201,2.595985
436538.592,1.5823,45.96767,-7.699638,39.828852,66.862639,74.351713,8.584157,23.79881,86.470974,45,78.174944,1.6,21.517304,40,68.647718,2.936391
436553.084,1.602714,44.288804,-7.103359,40.652678,66.944377,74.771648,8.451533,23.684766,86.470128,45,79.808532,1.6,9.97085,40,68.243583,2.066636
436569.231,1.591625,44.543621,-7.183273,41.258252,67.457758,74.219922,8.39248,23.767776,86.456571,45,79.894578,1.6,1.42613,40,68.031142,2.910277
436575.5301,1.644633,43.80383,-6.580847,40.243839,67.396774,74.510931,8.421282,23.740311,86.449262,45,79.289019,1.6,25.49098,40,68.340262,1.191351
436599.7531,1.608552,46.205551,-7.681196,41.252104,67.888611,74.396233,8.560496,23.792652,86.460104,45,78.580921,1.6,2.21616,40,68.047585,2.521022
436605.81,1.652992,44.138373,-7.37691,38.651518,67.17176,74.251196,8.465218,23.733538,86.451968,45,79.523396,1.6,49.858968,40,68.724863,3.204291
436606.205,1.648245,44.142037,-6.178205,40.0594,67.45793,74.197495,8.423763,23.836986,86.447486,45,79.637317,1.6,52.725171,40,68.562565,2.577552
436610.002,1.575873,45.802952,-8.612498,38.971212,66.687977,73.848485,8.410736,23.702132,86.460299,45,78.439965,1.6,41.150188,40,69.162495,2.816573
436620.254,1.550503,45.889269,-7.207862,41.033851,67.369358,74.161025,8.439867,23.846469,86.465116,45,78.640724,1.6,0.169487,40,68.024318,1.458023
436624.3529,1.616239,44.546344,-8.345095,39.567564,66.753728,74.425635,8.370356,23.795608,86.467124,45,79.06261,1.6,3.709082,40,68.342123,1.189508
436627.0721,1.621783,44.641328,-5.603441,38.547003,67.190244,74.501705,8.331469,23.794499,86.466315,45,79.623651,1.6,8.906726,40,69.24152,2.982782
436634.3363,1.625815,44.365144,-7.911717,38.820587,67.672503,74.566191,8.524599,23.809647,86.467078,45,78.689299,1.6,22.37226,40,69.302184,2.397211
436635.5363,1.615063,43.785407,-8.372757,40.575829,67.517332,74.66925,8.582023,23.808291,86.468863,45,79.543693,1.6,22.794312,40,68.452025,1.923776
436642.57,1.575327,45.556595,-5.889286,41.015408,67.396625,74.407551,8.549248,23.78871,86.459137,45,78.290284,1.6,0.354583,40,68.197425,4.012601
436642.9651,1.567346,45.242064,-7.333879,39.853444,67.185191,74.354613,8.521194,23.792283,86.459732,45,78.473253,1.6,0.173429,40,68.805931,2.266025
436648.5522,1.624597,44.33929,-6.187425,40.523571,66.82468,74.674978,8.51456,23.843141,86.45844,45,80.084102,1.6,18.846495,40,68.432228,2.256501
436653.1511,1.607082,45.958032,-6.84825,40.403686,67.205293,74.041626,8.450609,23.725162,86.467264,45,78.358868,1.6,27.641618,40,68.961245,2.392295
436657.066,1.564616,44.732737,-7.567473,40.67727,67.544561,74.629466,8.418864,23.743019,86.460755,45,78.255705,1.6,7.066586,40,68.260776,2.815037
436657.474,1.56743,44.717169,-7.908643,39.2325,66.467402,74.704692,8.371058,23.81925,86.469235,45,78.306091,1.6,2.955517,40,68.985963,1.206712
436665.305,1.620733,45.714883,-8.59713,39.57986,66.89133,74.413995,8.443469,23.781196,86.462652,45,78.250144,1.6,4.23909,40,68.587227,1.83038
436666.0651,1.578771,45.458814,-6.77141,40.111658,67.326399,74.023101,8.574972,23.786983,86.466269,45,78.272455,1.6,0.922889,40,68.32828,2.961276
436667.862,1.595489,44.687386,-8.05925,40.302245,67.127502,74.415069,8.369564,23.831933,86.467757,45,78.698285,1.6,2.704201,40,68.222459,4.12351
436670.161,1.601075,44.32434,-9.193409,40.551237,66.679799,74.503495,8.433429,23.775777,86.461015,45,79.385867,1.6,9.67439,40,68.1683,2.752363
436676.862,1.603008,45.428737,-9.436224,40.858635,66.894877,74.439009,8.526467,23.87959,86.457947,45,78.815925,1.6,24.53573,40,67.993907,2.740381
436683.393,1.561592,44.364747,-7.868686,37.474185,67.386161,74.233112,8.462472,23.733534,86.46003,45,79.273745,1.6,1.369099,40,69.751264,2.194442
436685.2961,1.545379,44.320087,-6.448682,40.784859,67.235712,74.204205,8.397575,23.69326,86.461675,45,79.803543,1.6,0.267149,40,68.129509,0.794723
436690.576,1.60914,45.681627,-5.849329,40.031735,67.433851,74.484072,8.512604,23.727622,86.460132,45,78.203762,1.6,2.271439,40,68.310498,2.0396
