Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Water Feed Temperature (C),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
431043.8502,1.554367,25.187676,-8.870681,39.029618,61.800499,74.174785,9.025544,23.264635,86.406564,25,56.891989,1.6,18.531952,40,68.098442,1.301338
431053.5046,1.599395,25.210734,-6.350326,41.036925,61.645505,74.210412,8.820174,23.096145,86.408247,25,56.501204,1.6,2.019004,40,66.852739,1.05525
431057.6421,1.61292,24.629849,-7.715006,41.282844,62.020007,74.130219,8.960574,23.2636,86.411697,25,57.003116,1.6,6.30383,40,66.724752,1.41409
431063.903,1.605822,25.137866,-7.140242,39.020396,61.931293,74.273334,8.94023,23.277277,86.410581,25,57.116021,1.6,35.286878,40,67.946867,1.530528
431068.4809,1.562012,25.299244,-5.987641,41.307435,62.122478,74.346637,9.064851,23.175477,86.405049,25,56.695832,1.6,36.876901,40,67.08101,1.379373
431072.096,1.535382,24.915965,-6.900501,40.944706,61.944055,74.548649,8.944993,23.26641,86.405588,25,56.745521,1.6,0,40,67.075166,1.180906
431086.1283,1.65631,25.33275,-6.977341,39.893406,61.908653,74.11591,8.923542,23.264414,86.403654,25,56.43567,1.6,16.746856,40,68.034039,1.101334
431088.2521,1.624471,24.871894,-7.828729,41.116849,62.125676,74.307985,8.971427,23.243714,86.408842,25,56.652715,1.6,37.858298,40,67.264743,0.793494
431102.3858,1.566044,24.833812,-7.426087,41.436543,61.780022,74.344872,8.918508,23.288662,86.397368,25,56.733458,1.6,1.779506,40,66.810622,0.707471
431110.6629,1.622371,25.25326,-7.244745,38.995804,61.758459,73.881084,9.025029,23.283709,86.396392,25,57.042703,1.6,9.870939,40,67.770644,1.611021
431136.091,1.5865,24.432287,-7.416867,40.415982,62.013786,74.270436,8.939002,23.168381,86.413408,25,57.567038,1.6,53.31231,40,66.861743,1.210706
431137.06,1.592591,24.803146,-7.561326,41.135293,61.937941,74.110408,8.97531,23.33989,86.412273,25,57.390544,1.6,52.050309,40,66.714985,1.372921
431179.9741,1.614306,25.190634,-6.39643,40.569681,62.010505,74.430769,8.863808,0,0,25,56.43256,1.6,15.473867,40,66.691309,1.367391
431182.1986,1.604016,24.669535,-7.441455,41.086109,62.036495,74.470337,8.918719,0,0,25,56.916997,1.6,18.213944,40,66.544719,0.999643
431190.4627,1.561676,25.281704,-6.082923,40.471313,61.89416,74.211774,8.851132,0,0,25,56.974261,1.6,46.855096,40,66.876843,1.189815
