Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Water Feed Temperature (C),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
5717.483898,1.598135,39.880515,-6.457902,25.242826,61.65187,68.461842,8.896064,23.205457,86.260701,40,74.460811,1.6,48.957024,25,46.899783,1.827615
5733.314073,1.598849,40.145677,-7.721153,25.679331,60.846334,68.783739,8.806687,23.033666,86.260218,40,73.069198,1.6,2.158082,25,46.505754,1.314549
5741.579002,1.593893,40.04825,-7.097212,25.414969,61.041696,68.767261,8.847324,23.181908,86.262849,40,73.43395,1.6,4.896059,25,47.162597,0.715766
5749.63407,1.634972,40.841059,-6.082923,24.634178,61.365702,68.789828,8.832322,23.081967,86.257707,40,72.798494,1.6,47.977281,25,46.889381,1.398421
5755.778638,1.581964,40.363119,-7.64124,24.873948,61.630652,68.611735,8.861514,23.0286,86.265778,40,74.2956,1.6,31.022146,25,46.909431,1.246345
5762.889853,1.550293,38.985216,-8.188341,26.244943,60.776514,68.083219,8.951746,23.134331,86.259837,40,74.712838,1.6,0.599185,25,46.593116,0.983052
5772.209595,1.603764,39.744505,-8.034661,24.197673,61.173494,68.759117,8.816573,23.119914,86.26258,40,73.586463,1.6,5.405203,25,46.796322,0.504395
5780.323057,1.590406,40.908659,-6.703791,25.879139,61.642725,68.789271,8.856836,23.099452,86.257308,40,73.5265,1.6,10.934769,25,46.442648,0.843265
5794.474004,1.601789,40.109449,-7.588988,24.443591,61.074665,69.195387,8.906126,23.174255,86.256638,40,73.12408,1.6,31.293505,25,47.335794,2.697062
5796.483006,1.611114,38.907831,-6.740674,24.560403,61.166674,68.798877,8.937734,23.038212,86.258377,40,74.474704,1.6,35.847704,25,47.255908,3.827344
5798.572004,1.585828,39.241388,-6.193573,24.615734,61.523756,68.659829,8.797771,23.119285,86.260302,40,74.921443,1.6,33.849743,25,47.056483,3.045149
5816.774997,1.593767,39.074977,-7.638166,24.231487,61.195391,68.849543,8.877859,23.177692,86.262301,40,74.696377,1.6,2.63269,25,47.219539,1.196267
5821.000005,1.611282,40.239411,-8.21293,25.780772,61.604094,69.192683,8.901514,23.107455,86.266773,40,74.293898,1.6,12.664721,25,47.396701,3.504143
5832.974995,1.548823,40.950759,-6.504006,24.034752,61.860221,68.757844,8.730538,23.159209,86.256052,40,73.683823,1.6,0,25,47.432634,2.489685
5839.123132,1.60368,38.518872,-6.722232,25.012277,60.826489,68.602676,8.82576,23.074553,86.259279,40,74.427553,1.6,2.118297,25,46.844925,1.102563
5850.216003,1.592003,38.847971,-6.307296,25.461078,61.403592,68.770477,8.908463,23.032407,86.266699,40,74.752884,1.6,34.369778,25,46.678564,2.675249
5851.460998,1.602882,39.160441,-7.853318,26.005172,61.91118,68.548097,8.82339,23.090819,86.262161,40,74.951023,1.6,34.016172,25,46.840003,1.526841
5863.744074,1.611492,38.928373,-6.709938,24.584994,61.546629,69.069273,8.825128,23.114848,86.263937,40,74.691974,1.6,2.441562,25,47.019382,2.597214
5864.092553,1.580998,39.502224,-6.568552,25.986728,61.747062,69.079171,8.942442,22.992848,86.268456,40,74.384536,1.6,2.158656,25,46.956359,2.792302
