Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Water Feed Temperature (C),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
431993.5948,1.564784,29.439472,-8.286696,40.286875,63.238456,74.020247,8.564949,23.422726,86.403654,30,64.171778,1.6,27.424342,40,67.575088,1.915788
432030.0229,1.534248,31.003489,-6.854397,39.841148,63.286283,73.661357,8.641273,23.483193,86.412366,30,63.088926,1.6,2.27111,40,67.648977,1.770164
432040.002,1.60788,30.448296,-8.271328,40.016365,63.523594,73.762166,8.702366,23.375451,86.414124,30,63.556375,1.6,1.948877,40,67.646165,1.566781
432041.2152,1.58881,30.676936,-7.210935,38.304159,63.733177,74.147382,8.665395,23.411389,86.415528,30,63.170383,1.6,1.278907,40,68.502302,1.145267
432063.0239,1.5127,30.279339,-8.268255,40.686492,63.88031,74.19992,8.523033,0,0,30,63.45639,1.6,1.137978,40,68.45482,1.238971
432066.6639,1.570203,30.399413,-6.328811,40.726454,63.30992,74.107629,8.54432,0,0,30,63.097552,1.6,0.427059,40,68.065355,0.980287
432088.7558,1.575159,29.550393,-6.9589,38.974286,63.86091,74.008881,8.740676,0,0,30,63.851565,1.6,30.511228,40,67.977036,1.261091
432097.0631,1.565162,30.267288,-9.211851,41.144515,63.832644,74.21566,8.564561,23.285618,86.418829,30,63.457966,1.6,0.683843,40,67.1973,0.958474
432099.035,1.58356,30.323469,-6.731453,39.330868,63.564315,74.160959,8.593242,23.291673,86.415928,30,63.221178,1.6,0.30066,40,67.49763,1.279525
432115.4018,1.575957,30.20082,-8.163752,38.384082,64.123934,74.195464,8.679732,23.381205,86.413761,30,63.196341,1.6,48.416668,40,68.708071,1.080443
432115.8111,1.568271,30.202513,-9.239513,39.795038,63.631905,74.397947,8.705724,23.32258,86.414942,30,63.166382,1.6,42.688501,40,68.238833,1.892439
432123.435,1.504845,30.35699,-6.119806,38.69148,63.484302,74.01603,8.558886,23.383053,86.417908,30,63.66606,1.6,0,40,68.428693,1.628533
432135.9836,1.606158,30.021931,-7.927085,41.599463,63.870367,74.162518,8.536555,23.389336,86.414403,30,64.140997,1.6,3.949237,40,67.073791,1.553877
432137.765,1.615735,30.269215,-7.370763,39.21713,63.724405,74.137311,8.608258,23.291251,86.414217,30,63.831774,1.6,7.163284,40,67.257552,1.408559
432152.0161,1.60599,30.477181,-8.535658,38.574669,64.10053,74.214494,8.581821,23.315364,86.408563,30,63.496597,1.6,33.528816,40,68.619563,1.622696
432158.8411,1.574655,29.494932,-6.43024,39.134133,63.779211,74.042433,8.597659,23.25054,86.416197,30,63.856904,1.6,0.532674,40,67.931467,1.680454
432159.553,1.574613,29.378331,-5.981494,41.310509,63.748369,73.944485,8.580927,23.425134,86.416393,30,64.069619,1.6,1.492899,40,67.258628,1.115159
432174.616,1.63283,29.922532,-7.822582,38.903585,63.90907,74.191582,8.564575,23.388634,86.413445,30,64.154722,1.6,29.355854,40,68.415442,1.360325
432177.367,1.574235,30.375177,-6.577773,38.857475,63.5579,74.156636,8.685498,23.350285,86.417592,30,63.780576,1.6,31.72847,40,68.475023,1.950198
432178.4386,1.594649,30.402444,-8.056176,38.445562,63.786908,74.075296,8.550457,23.326261,86.417852,30,63.615517,1.6,31.825635,40,67.188341,1.802422
432186.709,1.563818,29.345017,-7.687344,38.344121,63.712938,74.05546,8.57197,23.359245,86.412497,30,64.156228,1.6,0.757112,40,67.395501,1.110244
432187.107,1.559912,29.34949,-8.003925,39.847296,63.720689,74.059113,8.597519,23.398052,86.412497,30,64.242177,1.6,0.066268,40,68.082819,1.669087
432196.7721,1.58671,30.20575,-8.369684,39.456901,63.783948,74.452559,8.600133,23.384556,86.422511,30,63.255949,1.6,1.037504,40,67.808191,2.084148
432200.87,1.623841,29.424977,-8.704706,40.572755,63.873733,74.082093,8.576979,23.352771,86.418308,30,64.062533,1.6,30.589222,40,68.37948,1.258941
432215.0741,1.587172,29.417532,-5.833961,39.075727,63.749097,74.509045,8.62979,23.386724,86.412636,30,63.587417,1.6,1.788618,40,68.388612,2.113027
432223.2999,1.601663,30.507317,-6.915869,41.694757,63.6553,74.137439,8.588119,23.343711,86.419182,30,63.244531,1.6,19.350704,40,67.962231,1.433137
432233.5898,1.560962,30.36576,-6.808293,40.751045,63.875437,74.29231,8.611429,23.493711,86.419452,30,63.713003,1.6,27.308194,40,68.208857,1.667858
