Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Water Feed Temperature (C),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
3620.944603,1.58482,50.127763,-8.117648,24.34215,62.81506,69.427705,8.856325,22.937913,86.231802,50,86.10996,1.6,0.476249,25,47.557127,2.805513
3625.956008,1.631906,50.139844,-7.708859,25.989802,63.279598,69.294468,8.802767,22.985978,86.235178,50,85.875705,1.6,15.482879,25,46.759382,2.242062
3627.953003,1.601033,50.166757,-8.062323,25.673183,63.441503,68.959214,8.936368,22.894882,86.236256,50,85.750707,1.6,18.916192,25,47.192627,2.02301
3629.96875,1.588684,50.186416,-8.166826,25.955989,63.610721,69.47347,8.839815,22.89844,86.230333,50,85.620594,1.6,20.868469,25,47.261773,2.85344
3636.169,1.558274,49.253124,-8.551026,25.442634,63.449035,69.427984,8.876997,22.938002,86.242598,50,86.489703,1.6,14.487443,25,46.845712,3.693394
3640.230846,1.593221,50.160548,-6.279633,25.826882,63.025417,69.243887,8.829494,22.932456,86.229636,50,86.375672,1.6,1.896963,25,47.627677,3.680491
3654.498643,1.640097,49.883805,-6.331885,24.329854,63.665384,68.92308,8.82464,22.903246,86.247182,50,86.149434,1.6,26.756984,25,47.809127,4.680816
3664.693991,1.534164,50.263979,-8.234445,26.331014,63.491506,69.507181,8.792526,22.89844,86.245713,50,85.587751,1.6,0,25,46.66023,2.954517
3693.007031,1.575411,50.085605,-7.859465,26.318718,62.87182,69.227813,8.940905,22.859565,86.239343,50,85.759487,1.6,8.443086,25,46.779427,1.595352
3694.303998,1.55735,49.680724,-7.957821,27.016511,63.627089,69.020429,8.928582,22.906015,86.240487,50,86.148934,1.6,0.879477,25,46.399377,1.915174
3717.45864,1.603218,49.774723,-7.751889,24.443591,63.738916,69.27048,8.847848,22.894085,86.237232,50,85.868109,1.6,0.156282,25,47.438037,1.978462
3725.662072,1.63682,50.309933,-8.105354,24.123898,63.459884,69.188414,8.802291,22.892467,86.226911,50,85.630262,1.6,27.687383,25,47.721776,3.176334
3735.762998,1.554955,50.165992,-7.367689,23.859536,63.750462,68.990386,8.80349,22.944923,86.237409,50,86.1467,1.6,1.940426,25,48.022871,2.060184
3737.283005,1.541976,50.165153,-8.185267,23.991717,63.649545,69.7292,8.914687,22.917053,86.232695,50,86.061643,1.6,1.86984,25,47.89259,2.489993
3739.858748,1.554493,50.28533,-5.578852,24.624956,63.3771,69.369054,8.826484,22.89399,86.234694,50,85.801872,1.6,0,25,47.318555,1.649424
3742.124003,1.537482,50.290716,-8.209856,26.106614,63.442599,69.000259,8.81424,22.961791,86.235066,50,85.573484,1.6,0,25,47.229849,3.422421
