Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Water Feed Temperature (C),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
1213555.805,1.579023,24.651053,-6.350326,25.212086,57.93253,68.583951,8.772125,21.357826,85.923247,25,57.408591,1.6,0.964226,25,47.36033,1.084744
1213566.495,1.596707,25.183894,-6.633098,25.4703,57.997712,69.026324,8.796397,21.305073,85.928026,25,56.753951,1.6,33.39709,25,47.202299,0.405469
1213574.71,1.557518,24.71084,-8.031587,25.126015,57.685934,68.644946,8.754826,21.429477,85.927933,25,57.416423,1.6,17.368768,25,47.149493,1.658948
1213580.821,1.53786,25.241209,-7.736521,26.487787,57.543805,68.651394,8.745359,21.421878,85.929504,25,56.73528,1.6,0.380003,25,46.679182,1.852193
1213599.397,1.62674,24.957123,-6.826735,23.791908,57.767295,69.012097,8.685237,21.387779,85.934925,25,56.866484,1.6,17.282459,25,48.120604,1.09181
1213600.844,1.602966,24.805089,-8.133016,25.614777,57.844699,68.920401,8.772493,21.294474,85.929997,25,57.044769,1.6,22.53185,25,47.23647,1.113316
1213607.36,1.582258,25.179686,-8.581762,24.074714,57.784307,68.798257,8.813322,21.450525,85.928826,25,56.995692,1.6,27.046399,25,47.221311,1.4783
1213617.631,1.559072,24.656924,-6.977341,25.399599,57.65381,68.832385,8.621999,21.386104,85.925004,25,57.032919,1.6,0.381758,25,46.964091,2.078925
1213619.791,1.595027,24.51444,-7.64124,25.414969,57.524628,68.786665,8.695067,21.283718,85.930815,25,57.472276,1.6,4.637024,25,47.732996,1.673388
1213620.192,1.606872,24.625655,-6.602362,26.32794,57.526066,68.741761,8.635317,21.317412,85.930341,25,57.4493,1.6,3.846783,25,46.701355,1.350801
1213631.72,1.601747,25.030168,-7.585915,25.983655,57.59869,68.5482,8.781329,21.290753,85.933372,25,57.214325,1.6,25.176436,25,47.483713,1.721929
1213635.797,1.63031,25.097488,-8.123795,24.701806,57.819298,68.891845,8.873311,21.35056,85.93328,25,57.049624,1.6,33.532743,25,47.633671,1.099184
1213650.034,1.58923,24.985272,-7.447603,25.937545,57.643988,68.804904,8.750209,21.387779,85.929058,25,56.929628,1.6,1.826946,25,46.808354,0.894572
1213652.189,1.580284,24.856517,-7.668902,25.799216,57.589934,68.877976,8.618634,21.337425,85.933958,25,57.124348,1.6,2.300532,25,46.689368,1.306253
1213670.463,1.576251,24.612632,-8.446524,24.59729,57.668069,68.699593,8.823274,21.240607,85.928602,25,57.556336,1.6,12.854713,25,47.75645,2.022396
1213691.106,1.597169,25.436799,-6.427166,24.351372,57.388241,68.719324,8.736141,21.401691,85.928602,25,56.489828,1.6,17.38863,25,47.751389,0.902252
