Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Water Feed Temperature (C),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
1040195.533,1.595573,50.365026,-6.445608,24.508145,63.333914,69.259181,8.764621,0,0,50,85.784622,1.6,6.231951,25,48.478824,3.648539
1040205.536,1.60536,50.311905,-6.719159,26.125058,63.588755,69.37207,8.788584,0,0,50,85.96636,1.6,34.2668,25,47.573651,3.783718
1040231.876,1.607166,50.334404,-10.063239,25.461078,63.581768,69.21705,8.743773,22.204864,85.00328,50,85.690128,1.6,37.280833,25,47.895158,2.070323
1040252.393,1.618465,50.539545,-7.506001,24.843209,62.851217,69.150588,8.855116,22.167645,85.004628,50,85.921953,1.6,19.260884,25,48.357974,2.410728
1040258.654,1.581124,49.360764,-6.359547,26.223425,63.356941,69.300304,8.783794,22.209304,85.000434,50,86.324777,1.6,21.943485,25,47.431924,2.748984
1040260.491,1.565624,49.619761,-9.737437,25.497966,62.983231,69.250518,8.765316,22.193765,84.99943,50,86.535099,1.6,14.584256,25,47.707513,2.651593
1040264.69,1.601663,50.735738,-6.310369,25.015351,63.040325,69.454606,8.832531,22.296025,85.00354,50,85.408771,1.6,2.052168,25,47.932092,2.625786
1040265.113,1.588054,50.744979,-7.890201,23.613617,62.984364,69.433965,8.85867,22.191844,85.003996,50,85.294593,1.6,1.349662,25,48.669159,3.962523
1040285.173,1.533576,50.227236,-8.111501,24.10238,63.428016,69.544994,8.707061,22.261996,84.996557,50,85.897355,1.6,1.036301,25,48.382963,3.080787
1040300.434,1.624345,50.23864,-8.056176,26.672226,63.401116,69.644201,8.7169,22.21494,85.001913,50,85.880742,1.6,8.828995,25,47.11437,1.734833
1040311.78,1.528913,50.588501,-6.101364,26.171167,63.11422,69.111613,8.7263,22.154042,85.004395,50,85.525929,1.6,34.104543,25,48.14711,3.564359
1040317.769,1.540884,49.178505,-7.884054,23.53062,63.586789,69.656379,8.832596,22.150492,85.005251,50,86.21979,1.6,0,25,47.524984,3.955457
1040318.214,1.545001,49.172281,-6.325737,24.723323,63.512059,69.449141,8.765948,22.150492,85.005251,50,86.351102,1.6,1.904859,25,48.067779,3.692472
1040328.118,1.615021,50.388069,-5.963052,24.302188,63.12689,69.185889,8.802852,22.139102,84.994632,50,86.124642,1.6,2.031127,25,48.449164,2.44821
1040334.369,1.625857,49.884982,-7.924011,25.660887,63.470038,69.660451,8.901189,22.162712,85.004758,50,85.834079,1.6,33.22236,25,48.679995,2.653744
1040340.162,1.590616,49.940928,-6.196646,26.991919,63.242993,69.670121,8.64166,22.134373,85.001718,50,86.423736,1.6,43.015451,25,47.133804,3.521655
1040352.276,1.580452,50.038443,-5.870844,26.146575,63.069195,69.420688,8.833229,22.119353,85.007166,50,85.9381,1.6,1.748547,25,47.467506,3.525649
1040362.73,1.61145,49.603103,-8.658602,24.551181,63.140879,69.529143,8.798874,22.178853,85.004172,50,86.179592,1.6,46.050313,25,48.098361,2.951138
1040387.033,1.617163,49.711169,-7.668902,24.277597,63.726347,69.19755,8.849415,22.091683,85.002424,50,86.17067,1.6,17.467564,25,48.425249,3.073721
1040393.089,1.600613,50.215302,-7.656608,24.984612,63.674402,69.382006,8.771809,22.130314,84.999077,50,86.142462,1.6,62.699684,25,47.722153,2.973872
1040407.376,1.575999,50.517031,-6.752968,23.619765,62.912063,69.249485,8.711883,22.118995,84.997942,50,85.841455,1.6,1.223428,25,48.705134,2.269712
1040407.774,1.580872,50.51241,-9.743584,25.298157,63.093946,68.97597,8.821101,22.117885,85.00301,50,85.77428,1.6,1.949579,25,47.887275,2.258037
1040409.417,1.597757,50.518179,-6.7376,24.336002,64.327727,69.578701,8.817871,22.130465,84.998584,50,85.469698,1.6,2.094229,25,48.361036,1.817169
1040417.475,1.636988,49.534547,-6.780631,24.987686,63.925917,69.276706,8.655429,22.072524,85.003001,50,86.706424,1.6,20.922143,25,48.082337,3.737942
1040419.487,1.620775,50.091844,-6.565478,24.126972,63.964948,69.429709,8.767459,22.210534,84.99877,50,86.439168,1.6,32.004624,25,48.4605,2.564341
1040420.963,1.641735,50.136724,-7.533663,23.204778,63.395955,69.580492,8.71039,22.080445,85.005149,50,86.348273,1.6,47.162902,25,48.870844,3.792321
1040425.543,1.586836,50.137504,-8.480333,25.882213,63.089815,69.069881,8.753707,22.248572,85.00009,50,86.081087,1.6,53.116246,25,47.957887,3.85991
1040429.77,1.532105,50.070463,-7.9486,23.779612,62.828361,69.640079,8.740264,22.096287,85.00248,50,85.954923,1.6,3.991634,25,48.139665,2.43377
