Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Water Feed Temperature (C),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
609283.3261,1.558946,40.765292,-6.80522,26.100466,61.907989,69.13039,8.817873,23.440247,86.252519,40,73.467777,1.6,0.707059,25,47.172193,2.889385
609288.183,1.576587,39.446337,-6.485565,24.953872,61.4507,69.116821,8.897783,23.485464,86.251766,40,74.036173,1.6,1.661771,25,47.610537,3.353296
609302.3589,1.628,41.042447,-7.472191,24.099306,61.865348,69.05374,8.928402,23.507637,86.257215,40,73.333284,1.6,33.393384,25,46.64983,2.426397
609312.5486,1.559912,41.348458,-7.487559,25.464152,61.671818,69.108266,8.909322,23.468357,86.258237,40,73.170537,1.6,0.811233,25,46.695521,2.930861
609314.3389,1.580914,40.96668,-6.974268,24.345224,61.637755,69.034715,8.875306,23.504204,86.255615,40,72.734738,1.6,1.301672,25,47.138911,3.893398
609320.026,1.579149,39.661086,-6.835956,25.436486,61.692665,68.869714,8.786843,23.472792,86.256461,40,74.817507,1.6,0,25,47.060926,2.735158
609322.829,1.638921,41.088799,-8.219077,23.653579,61.425281,68.928017,8.867464,23.598566,86.2582,40,73.233741,1.6,17.026342,25,47.041479,2.591377
609323.68,1.617793,40.706227,-7.797993,24.351372,61.07423,69.070932,8.906708,23.464053,86.266299,40,73.221466,1.6,22.338563,25,47.450502,2.257423
609326.776,1.624261,39.141856,-7.791846,25.4703,61.975127,69.0498,8.909695,23.562353,86.257038,40,74.222434,1.6,42.039515,25,47.031656,2.940692
609329.865,1.609014,39.693077,-5.744826,24.154638,61.365372,68.497457,8.855479,23.623955,86.257614,40,74.638719,1.6,45.623442,25,47.77762,1.137894
609330.2561,1.560416,39.681246,-8.984404,25.205938,61.887893,68.755725,8.900324,23.54303,86.253607,40,74.689997,1.6,41.086428,25,47.265004,1.769242
609334.711,1.51249,40.12774,-7.041887,26.161945,62.221646,69.070533,8.858948,23.573093,86.253737,40,73.431391,1.6,0.163823,25,47.160832,0.838964
609340.975,1.536516,40.586462,-8.080765,25.903731,61.864599,68.766072,8.818174,23.450403,86.261315,40,73.865963,1.6,0.280377,25,46.931549,2.184303
609346.1116,1.579275,39.24439,-6.224309,24.732545,60.966537,69.328459,8.913502,23.534924,86.259502,40,73.832833,1.6,1.555577,25,47.772856,1.942517
609346.8172,1.597421,38.570212,-6.359547,25.703922,61.529757,68.474173,8.913803,23.527033,86.259855,40,74.541575,1.6,2.13408,25,47.026735,2.259574
609356.9402,1.603974,38.800603,-5.123959,25.196716,62.16665,69.16151,8.917163,23.491819,86.251496,40,74.356816,1.6,25.771637,25,46.854133,2.985854
609357.752,1.582846,38.973091,-6.38721,24.14849,61.134768,68.863859,8.967945,23.640501,86.252352,40,74.561196,1.6,23.608867,25,46.948044,1.317621
609359.2121,1.60305,39.528682,-7.072623,26.893552,62.53876,68.707685,8.892109,23.523731,86.252119,40,74.573461,1.6,23.878935,25,46.526576,1.936987
609363.0362,1.566842,40.852978,-8.677044,26.309496,62.311644,69.510363,8.854431,23.466081,86.256145,40,73.121871,1.6,7.312061,25,46.871124,1.977848
609363.4286,1.587844,40.839691,-8.320506,25.104497,62.289334,69.238517,8.846289,23.491819,86.253783,40,73.018545,1.6,5.233743,25,47.119872,2.852826
609366.171,1.591205,39.196508,-8.504922,25.799216,61.310295,69.16151,8.866826,23.572642,86.254053,40,74.263038,1.6,2.20534,25,47.075192,1.817169
609367.1731,1.595741,38.89703,-6.138248,24.07164,61.683956,68.605156,8.861562,23.553188,86.246252,40,74.819295,1.6,0.34593,25,47.451259,5.012312
609367.774,1.588894,39.378619,-6.325737,26.11891,62.118926,68.595167,8.874595,23.510797,86.251673,40,74.684349,1.6,1.386356,25,46.828188,2.041751
609373.5543,1.639173,40.438548,-6.384136,24.938502,61.650938,69.262391,8.83281,23.479147,86.254137,40,73.036114,1.6,31.477522,25,48.248941,1.241429
609377.3587,1.596329,38.797204,-7.459897,24.394408,62.312657,68.77956,8.933966,23.506758,86.256415,40,75.27869,1.6,48.856979,25,47.455027,2.428548
609393.285,1.602167,39.576255,-6.961973,23.662801,61.679291,69.009683,8.86638,23.52402,86.260255,40,74.007944,1.6,2.424434,25,48.124221,3.353603
609396.5786,1.58902,39.754026,-7.751889,22.70372,62.501056,69.030375,8.921271,23.551736,86.2541,40,74.600712,1.6,4.514229,25,48.091285,4.014445
609396.956,1.598639,40.256995,-8.664749,26.035912,62.194575,68.92511,8.859322,23.538564,86.256145,40,74.256228,1.6,3.31683,25,47.039057,1.849428
609399.5439,1.592423,40.786423,-9.592978,25.574815,61.773382,69.460896,8.873475,23.677871,86.258293,40,73.33431,1.6,2.860284,25,47.373866,1.60334
609401.8636,1.621783,40.164439,-9.626787,24.216117,61.0712,69.119245,8.888448,23.542999,86.254276,40,73.404562,1.6,8.703221,25,47.406145,1.803037
609403.78,1.636568,39.122153,-6.510154,26.217277,61.268004,68.991733,8.861189,23.554454,86.256545,40,74.548959,1.6,23.559193,25,47.135994,1.341584
609405.4453,1.600613,39.541955,-6.491712,25.900657,61.907862,68.655264,8.869295,23.600038,86.258507,40,74.669732,1.6,34.909503,25,47.622354,2.926867
609406.215,1.591793,40.030975,-8.056176,23.46914,62.198945,68.816853,8.83505,23.568496,86.260255,40,74.383414,1.6,35.275123,25,48.428146,2.68293
609411.9186,1.534374,39.276822,-7.499854,24.649548,61.545781,69.124536,8.993336,23.652745,86.258116,40,73.825568,1.6,23.228791,25,48.045472,0.507775
609414.473,1.570791,39.351058,-6.258118,24.302188,61.847214,68.747363,8.956407,23.506308,86.251543,40,74.513031,1.6,7.316259,25,48.059806,1.503799
609420.042,1.60599,39.697211,-6.663834,26.55234,62.012319,69.2768,8.891326,23.574673,86.264979,40,73.601472,1.6,7.675998,25,46.896369,1.079828
609424.081,1.5865,39.837577,-8.507996,25.568667,61.949162,68.667484,8.902191,23.417613,86.252389,40,74.585106,1.6,7.813794,25,47.348906,1.482908
609430.3201,1.598681,39.558023,-8.133016,25.71007,61.10791,68.905685,8.839049,23.572957,86.261371,40,73.774936,1.6,11.361079,25,47.784935,1.736676
609431.0487,1.603806,39.575107,-6.058334,26.189611,61.635474,69.132774,8.943265,23.563719,86.252324,40,73.869826,1.6,13.132606,25,48.269876,2.565263
609432.4321,1.600277,38.856167,-6.070628,23.708911,61.759617,69.156413,8.936207,23.513831,86.259056,40,74.731235,1.6,17.175976,25,48.331467,1.725923
609434.4231,1.609896,39.206543,-6.47327,24.781729,61.243564,68.651006,8.855407,23.614211,86.259372,40,75.204565,1.6,20.099707,25,48.433969,2.369253
609438.4767,1.609896,40.609918,-8.594057,26.152723,61.226103,69.172214,8.808128,23.584148,86.248586,40,74.231416,1.6,18.568592,25,47.08171,2.317025
609442.4551,1.60935,40.66245,-7.960894,26.570784,61.75149,68.987352,8.880835,23.487461,86.245043,40,73.297817,1.6,20.388318,25,46.899224,2.53454
609448.752,1.565078,38.948459,-6.50708,24.176155,61.986155,69.01175,8.854323,23.468851,86.256275,40,75.296651,1.6,28.371268,25,47.975126,2.569564
609458.761,1.614475,39.881059,-8.323579,25.408821,62.201456,68.942896,8.883858,23.467716,86.253374,40,73.2633,1.6,2.262577,25,47.224264,1.036202
609459.152,1.588726,39.895583,-7.257039,24.154638,61.97425,69.085412,9.043333,23.419065,86.255792,40,73.268276,1.6,0.940761,25,47.950268,0.874909
609461.0786,1.620607,38.522933,-7.868686,25.940619,61.487574,68.92427,8.998828,23.49963,86.255169,40,75.177741,1.6,6.946807,25,47.009228,1.054329
609465.0749,1.628462,40.259394,-6.076776,25.292009,61.465057,69.04327,8.863995,23.399108,86.255122,40,74.652332,1.6,22.49495,25,47.472629,0.993191
609474.16,1.579149,38.894131,-7.333879,23.496806,61.859088,68.483404,8.886026,23.373079,86.2578,40,74.72941,1.6,10.34266,25,48.056899,3.853459
609477.0911,1.589524,40.256863,-7.066476,26.40479,62.16626,69.322523,8.860261,23.431235,86.257317,40,74.197906,1.6,0.873735,25,47.10931,1.606413
609484.234,1.616953,38.732459,-7.690417,25.16905,62.010462,68.960929,8.810597,23.457951,86.258507,40,75.030591,1.6,14.574476,25,47.301106,3.375109
609487.3164,1.594313,40.381439,-7.048034,25.811512,62.274982,69.102646,8.865755,23.503037,86.257308,40,74.186953,1.6,28.917612,25,47.020917,1.381524
609494.159,1.595069,38.745893,-6.663834,26.171167,61.503039,68.650965,8.877366,23.584942,86.255169,40,74.99565,1.6,27.719039,25,47.349913,1.491818
609496.452,1.557644,40.555355,-8.222151,25.746958,62.245496,68.703979,8.885581,23.475796,86.256145,40,74.008194,1.6,16.056852,25,47.224386,3.823965
609499.382,1.558526,41.220247,-6.485565,26.672226,61.760303,69.055366,8.860118,23.545641,86.255392,40,72.774098,1.6,0.733723,25,46.759464,1.350801
609500.026,1.568145,40.705005,-8.228298,24.139268,61.869759,69.363353,8.902348,23.567681,86.259772,40,72.978596,1.6,0.177483,25,47.783449,2.823639
609504.55,1.588852,39.423146,-8.13609,25.793068,62.265948,68.801727,8.9053,23.500557,86.255569,40,74.550457,1.6,0.617439,25,47.382075,3.211665
609505.8543,1.594607,39.971438,-6.918943,25.45493,61.899608,69.034192,8.868706,23.52323,86.261194,40,74.319227,1.6,1.361087,25,47.293049,4.355157
609512.6451,1.637114,39.398999,-5.551189,24.707954,61.421438,69.105071,8.884354,23.457557,86.256592,40,73.835703,1.6,9.668335,25,47.50629,2.067251
609513.125,1.645263,39.404885,-7.103359,25.611703,61.333204,68.910618,8.791747,23.49797,86.254983,40,73.929146,1.6,14.575803,25,47.060639,3.732105
609516.169,1.61313,40.088672,-6.974268,24.67414,62.188444,69.160988,8.724904,23.580615,86.258563,40,73.958508,1.6,36.537368,25,48.253928,3.766821
609523.8331,1.575369,39.805557,-7.048034,24.492775,61.530907,68.675241,8.75508,23.45584,86.255876,40,74.72734,1.6,33.123915,25,47.752471,2.617798
609525.9061,1.572597,40.990283,-6.780631,24.480479,62.096489,68.854699,8.805155,23.541445,86.257038,40,73.826936,1.6,12.658441,25,47.757948,1.483215
609535.906,1.593473,40.776166,-6.839029,25.608629,61.896938,68.629668,8.805386,23.587028,86.260441,40,74.133877,1.6,1.844852,25,47.152143,2.47924
609542.8362,1.605444,38.742509,-5.97842,25.605555,61.115492,68.845663,8.77738,23.599592,86.255122,40,74.743161,1.6,2.034571,25,47.173559,1.365548
609543.299,1.584316,38.761771,-8.240592,24.916984,61.609086,68.470222,8.78179,23.518664,86.25436,40,74.93609,1.6,1.811051,25,48.289897,1.142502
609549.0259,1.646775,40.280922,-6.482491,24.462035,61.997293,69.037969,8.87141,23.515207,86.256945,40,73.420847,1.6,39.218496,25,47.181377,1.756339
609564.512,1.529375,40.02968,-8.040808,24.145416,61.585633,68.67866,8.818992,23.415557,86.256768,40,74.419629,1.6,0,25,47.848051,3.372344
609570.507,1.58713,39.078671,-6.912796,25.642443,61.252582,68.902135,8.852938,23.492164,86.257438,40,74.442007,1.6,1.192916,25,47.167297,0.765537
609576.672,1.631444,40.913309,-6.903575,25.295083,61.910778,68.680053,8.88546,23.439924,86.261148,40,73.822686,1.6,12.936507,25,47.263484,0.738194
609583.0387,1.56722,38.749307,-7.715006,24.495849,61.566252,69.230986,8.934002,23.505706,86.260887,40,74.192739,1.6,43.964624,25,47.814091,4.279273
609588.827,1.58146,41.011708,-6.374915,24.166933,61.596369,68.974091,8.854771,23.401965,86.256722,40,73.070403,1.6,21.248218,25,47.872407,2.337302
609589.2896,1.56197,41.019875,-7.472191,23.638209,61.91897,69.335091,8.868213,23.46701,86.261185,40,72.907438,1.6,17.335794,25,47.042657,2.681087
609600.109,1.60284,40.404615,-6.187425,24.256079,61.793726,69.6441,8.899545,23.475009,86.262078,40,73.335582,1.6,1.850133,25,47.136195,2.336994
609605.1287,1.619347,39.729864,-8.415788,24.987686,61.889841,69.184025,8.814373,23.382484,86.259102,40,74.47803,1.6,8.059557,25,46.873391,0.49395
609616.5259,1.60641,40.185054,-7.447603,24.784803,62.440997,69.039835,8.888578,23.524875,86.2582,40,74.285233,1.6,31.025368,25,47.523262,1.552648
609627.4211,1.619641,40.609667,-8.117648,24.778655,61.597292,69.094677,8.946898,23.497529,86.264393,40,74.076123,1.6,3.382238,25,47.474711,3.814748
609643.9431,1.563482,41.336245,-7.748816,25.467226,61.893338,69.412374,8.911322,23.630559,86.258684,40,72.504053,1.6,0,25,47.071643,1.889982
