Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Water Feed Temperature (C),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
1214938.83,1.551469,35.384216,-8.618645,25.823808,60.347212,68.324718,8.936039,21.319763,85.924167,35,68.412716,1.6,39.558623,25,48.290515,0.598099
1214942.651,1.554577,34.43331,-7.15561,23.859536,59.946452,68.230503,8.793147,21.356222,85.917305,35,68.922258,1.6,2.743926,25,48.487222,1.393198
1214952.768,1.56365,35.428081,-6.894354,25.258196,60.237454,68.240638,8.768378,21.321244,85.920587,35,68.656614,1.6,1.274514,25,48.335672,2.144671
1214955.106,1.588222,35.517607,-6.519374,25.344267,60.251217,68.166021,8.835963,21.384361,85.918337,35,68.221274,1.6,1.569335,25,48.038128,1.418391
1214958.956,1.624219,34.168545,-8.203709,24.840135,60.086869,68.645784,8.697049,21.421952,85.918737,35,69.185698,1.6,10.565999,25,48.295353,2.104425
1214969.077,1.634048,35.655971,-8.268255,26.533897,59.7749,68.4317,8.735763,21.404528,85.919909,35,68.210853,1.6,26.557564,25,47.351751,1.399343
1214985.477,1.549285,35.159226,-6.799072,26.315644,60.27791,68.633016,8.799122,21.321198,85.918207,35,68.24447,1.6,0.723578,25,48.602245,1.640822
1214993.539,1.629554,35.367279,-7.017298,24.385186,60.665332,68.311187,8.890234,21.433383,85.91883,35,69.030247,1.6,7.575641,25,48.196502,0.936047
1214994.951,1.61271,35.366191,-6.04604,26.180389,60.456369,68.552292,8.90517,21.370072,85.912349,35,68.852549,1.6,13.28593,25,47.993332,1.853422
1215001.73,1.598597,34.73682,-8.338947,24.861652,59.991343,68.599217,8.867083,21.419488,85.919044,35,68.630858,1.6,36.017127,25,48.557847,1.538823
1215009.824,1.573059,35.918676,-5.735606,24.130046,60.137145,68.235496,8.717965,21.327296,85.919806,35,68.411932,1.6,0.055921,25,48.527777,2.073395
1215016.686,1.587172,33.829749,-8.326653,25.482596,60.318008,68.187239,8.784432,21.488545,85.908137,35,69.687803,1.6,7.34293,25,47.696135,1.952348
1215030.164,1.575159,33.803351,-6.205867,23.727355,59.963093,68.349391,8.832856,21.293601,85.918207,35,69.54445,1.6,1.322535,25,48.702258,0.830976
1215038.689,1.587886,35.899694,-6.900501,24.969242,60.106981,68.486358,8.856008,21.332479,85.914088,35,67.960295,1.6,18.488985,25,47.768706,1.988601
1215048.525,1.634888,35.686916,-6.642319,24.953872,60.103749,68.33089,8.76365,21.42894,85.920532,35,69.046056,1.6,17.09875,25,47.686416,0.185803
1215056.994,1.600277,33.67486,-8.228298,25.872991,60.183353,68.104485,8.846299,21.400258,85.918058,35,69.521924,1.6,17.13339,25,47.638603,1.275531
